-0:58	marianne van tienen	しおしおっ！
2:58	クレイ。	お？
2:59	Ryo	ほお
2:59	図書館動かない	ほうほう
2:59	ぐぅたら	おー
2:59	メイダイン	歌！？
2:59	カンザキシン	あー
2:59	いざよいさくや	あ～
3:02	みかさあいか	ありゃ
3:02	M・A・Oマオ	お？
3:02	Nehalem	お、おぅ
3:03	なーく	ちゃんとビタミンとるんだよーお大事にね	￥1,140
3:03	はなかげ	お歌！
3:03	あい	なるほど
3:03	のち子	いつも強い子が弱ってるのかわいい
3:03	marianne van tienen	あらら
3:03	やまP	おお？
3:04	ななみさん	ほう・・・
3:04	チーズ牛丼	なんと
3:04	単騎待ち大好き	ほう・・・
3:04	わんたん	ほう！
3:04	帰宅RTA	なるほど！
3:04	ノッチ	Congrats and take care!	￥1,140
3:04	馬宮太郎	お疲れ様
3:04	呉スカーレット	お！
3:04	飛鳥	なるほど
3:05	のくと	ほほー
3:05	グレート森	おおー
3:06	Toccsch	楽しみ～
3:07	なす	歌だと！？
3:07	芝村	使いすぎかぁ
3:07	ありあす	楽しみ
3:08	とろTak庵	おぉ、マジか
3:08	ramna	おだいじに
3:09	ヨルネ	むりしないでね？
3:10	ばどらっく	なるほど…
3:10	いっちゃん	ぬぁー！！！嬉しきサプライズ！
3:10	孤高の探索者	そうだったんですね…
3:10	グレブナー基底	おお
3:11	とーふ	喉使いすぎたか
3:11	なむ	おー
3:11	ぬゐ	3Dお歌！
3:11	クレイ。	歌！？
3:11	SHINJI.K	楽しみ！
3:11	さみゅ	お歌か〜
3:12	芋下きぬ	頑張った結果か
3:12	rapid eye rabbit	がんばった結果か
3:12	縞犬猫-shimainuneko-#鬼ノ子	あ～…
3:12	なしの天然水	なるほど、楽しみにしてます
3:12	サナ	あらら、でもお歌楽しみ
3:12	かme	お大事に！！！！	￥500
3:12	タピオカパン	お歌！
3:13	暁宵	お歌ーーーーーーーー！！！！！！！
3:13	あむねこ	なるほど
3:13	ムラマツタカ	歌か
3:14	みささんべ	なるほど
3:14	ひっきー	なるほど…！
3:14	こやこや	楽しみにしてまーす
3:15	たい焼き袋詰	なるほど
3:15	やまぶどう	潰しちゃったか
3:15	おたき	お歌！
3:15	あぎだどら	頑張りすぎたのか
3:15	yuri yuri	この間の花音みたいな感じかな
3:15	nannなん	おおおお
3:16	たつた丸	楽しみ
3:16	れめれめ	まじかよ！
3:16	gk _y	あー
3:16	クレイ。	おうた！！！！
3:16	Astral Clover	なるほど
3:17	kazuhiro	お～☺️
3:17	みやまちかげ	おおー
3:17	月十字	３Dでおうた！？
3:17	おかしろ	喉を酷使しすぎちゃったのね
3:18	Takebon	そういうことか
3:18	しゃの	お歌助かる
3:18	help	楽しみだ
3:18	一任	おお
3:18	司-つかさ-	おい！
3:19	追跡者	3D
3:19	mo's!	よかったよかった
3:19	ほわちゃん	いっぱい頑張ってくれたのね
3:20	ムームー	それは楽しみだ！
3:20	物理ぽっきー	なにそれかわいい
3:21	チモシーほおばっ太郎	無理しないで スパチャ読上げは別に大丈夫	￥610
3:21	なんたらかんたら公太郎EX	うわーいうわーい！しおしおしてきた！
3:21	国士無双	お披露目は歌と共に？ｗ
3:21	ぐぅたら	頑張った結果ね
3:21	しおこんぶ	お大事に
3:21	日神巫言	まあお大事にね
3:21	わんたん	なるほどね
3:21	パンの耳食べ郎	名誉の負傷ですね
3:22	オロロン	３D配信楽しみにしてる！
3:22	あかちー	それならまあ
3:22	みーや	そうなのねなるほど！
3:22	Ryo	3D配信でお歌があると！！
3:23	Nehalem	その理由・・・・すこ！！！
3:23	ぎんいろ	なるほどｗ
3:24	桜花ありす	がんばりすぎたのね
3:24	じぇのあ	嬉しいダメージでちょっと安心
3:24	ザッハトルテ。	なるほど
3:25	蒼樹リアラ	時は来た・・・！！！
3:25	ユーリ	なるほど
3:25	帰宅RTA	お疲れさま！
3:26	桜色の図書館	おぉ、お疲れ様です
3:27	缶こーひー	了解。楽しみにしとくわ
3:27	とろろ	ありがとうｗ
3:27	Kudrjavka	それはお疲れさま！
3:27	ReiJougasaki	なるほどね～
3:27	レーマリカヒ	確かに言いづらいね
3:27	豆腐DMT	なるほど
3:27	しおとまかのん大好き丸	それは頑張りましたね😊
3:27	くるん	なるほど
3:27	おかしろ	いいよいいよ～
3:28	杏【きょう】	頑張った結果かぁ
3:28	ほわちゃん	お大事に
3:28	お前ら_	皆心配性だからね
3:28	とき	頑張ってね
3:28	うみにん	楽しみにしてます
3:28	桜もち	お歌楽しみにしてる
3:28	まきMckee	トローチどうぞ
3:29	くろう	お大事に！	￥500
3:29	妖精の灯り	頑張ってるのね大丈夫よありがと
3:29	ns zn	草
3:29	四季綾ノ乃	楽しみ～だ～！
3:30	西都なつ	そういうことなら
3:30	GPE	いやいや、ソレを聞いて安心したよ
3:30	あのんまのんver.II	了解
3:30	ゆういち	歌取るって言ってたねダイブ前に
3:30	わかめ	ありがとう 頑張ってね！
3:31	ミントステーキ	喉が傷ついて菌が入ったのか
3:31	やまP	はーい
3:31	smile	それでも報告助かる
3:31	グリヴェン	正直に言ってくれてありがとね
3:31	nannなん	3D配信！
3:32	ダンデライオン	わかった
3:32	ロスキャルリア	お大事に〜
3:32	司令_つかされい	それなら安心だな
3:32	りんご田べる	努力家だ…しつこいようですがご無理なさらず
3:32	なーく	正直にいうのは大事！おつかれさま
3:32	omi	なるほどねえ
3:33	LGrow	反響しっかりしたとこでやらないと…。すぐ喉やられるのでお大事に
3:33	えびび大福	歌頑張り過ぎたか
3:35	雨宮恵	どちらにせよお大事にね
3:35	クレイ。	楽しみ！
3:35	shu my	お疲れ様！
3:36	ルーノ・レヴァティン	10万記念寝落ちて投げ損ねた…ここでおめでとうさせてください	￥2,000
3:36	ザッハトルテ。	お疲れ様です
3:36	ととくず	お歌だぁぁぁぁ！！
3:37	豆腐DMT	楽しみにまってるね
3:37	ろっきー	変な心配されるからかｗ
3:37	おかしろ	は～い
3:38	梶まーりん	説明ありがとね
3:38	gaty fs	こんばんは🌸
3:38	おかよし	頑張りすぎた結果やったら迎える準備は万端です
3:38	プリヤ氷一郎	3Ð!
3:39	ゆういち	説明ありがとう
3:39	Ryo	お疲れ様です
3:39	Westeria	そういうの濁さず言ってくれるの好き
3:39	アルゴノゥトチームGospel	なら辛くならんくらいで
3:39	あのにます	喉あめ代	￥1,140
3:39	Josh	歌いいね
3:40	ganita	楽しみですね
3:40	boon	ノド痛めない歌い方したほうがいいぞ
3:40	ことかげ	はっきり言ってくださりありがとう。楽しみにしておきますね。
3:40	kuromen	もっと歌うか
3:40	ひっきー	ケアだけはしっかりと…
3:40	法条裕一	声が枯れたんだね
3:41	おっ	昨日それやってたのか ハードスケジュール過ぎる
3:42	あい	おｋおｋ
3:42	†すぱいらる†	逆に理由が分かれば安心できる
3:42	アトス	おおおお
3:43	ネコおやじ	おうたやったー
3:44	うゆき	楽しみだ
3:44	おかしろ	わかる
3:45	蓮	頑張りの結果か！
3:45	NIHO UFO	お大事に！お歌楽しみです	￥400
3:45	ぐぅたら	そうね
3:45	焼音ニク	これはお歌が楽しみどすなぁ
3:46	りんご田べる	楽しみに待ってます 頑張りすぎないでください
3:46	rapid eye rabbit	わかるわかる
3:46	ゾイドゼロ	歌楽しみにしてます
3:46	ろっきー	お疲れ様です
3:46	ミド	今日は早めに切り上げたほうが良いのでは
3:46	トリフネ	そういうことねー
3:48	きのこたけのこ	おけ、じゃあ楽しみに待ってるのが最良だね
3:48	ことかげ	そうだね
3:48	おたき	無理だけはしないでね
3:48	トゥートゥー	楽しみにしてます
3:48	春季限定のりしお風味	こんばんわん
3:48	やまP	そうだねー
3:49	レモン	そうね
3:49	mezzoforte	せやな
3:50	縞犬猫-shimainuneko-#鬼ノ子	お疲れ様でした。
3:52	メイダイン	ありがとうね、心配しすぎちゃってすみません
3:52	いざよいさくや	杞憂おじさんさぁ…
3:52	キミカン	楽しみです～
3:53	白發中中中	筋肉痛みたいなもんかね
3:53	フラグクラッシャー	わかるよ
3:53	雨宮恵	楽しみにしてるね
3:53	しおとまかのん大好き丸	了解です😊安心しました〜😊😊
3:53	四季綾ノ乃	それならしょうないね
3:54	ローズマリー	歌慣れてないから…
3:54	Mr.ニンドー	まぁ、悪化しないようにね
3:54	うぶき	まあカラオケ行ったら声かれるしね
3:55	濃厚かまぼこ	応援してるよ～～
3:55	オーレウェルギウス	こんばんはー🌸
3:55	帰宅RTA	喉くるわね
3:55	琵琶丸	がんばった末の今ですね。お歌がんばって下さって、ありがとうございました！
3:55	ゆういち	音域ギリギリ出し続けると枯れるよね
3:55	シヴァ村卯月	たのしみだ～
3:55	mo's!	むずかしい歌を歌ったのねｗ
3:55	2002 Yukina_chan	なるほど
3:56	月白あこや	お疲れ様です
3:57	むばぃん	お大事にね
3:57	アステマ	なるほどがんばってるねぇ
3:57	こうかな?	かといって無理はしないで欲しいなあ
3:58	ハセマ・スネーク	説明ありがとう
3:58	司令_つかされい	喉の使い方も変わるしな
3:58	〆作	普段使わないところ使ったからか
3:58	O T	率直に言ってくれて安心した
3:58	なんたらかんたら公太郎EX	誤魔化さないでくれてありがとう！最高だ！
3:59	なーく	これは楽しみだねｗ
3:59	ケバブ	お大事に
3:59	ニシン科のいわし:	ロボは歌うの大変だもんね
4:00	いたばあつし	理由がなんでも配信休んでもいいからね
4:00	いっちゃん	安心した
4:00	なしの天然水	喉の筋肉も使う部位多分違いますもんね
4:01	カンザキシン	ええよええよ
4:01	K Tony	よしとします
4:01	sルーク	楽しみにしてます
4:01	天城久秀	喉を大切にしてね
4:01	ごはん	大事にしてね
4:02	幽谷響	それはお疲れさん
4:02	あい	長時間歌うとね
4:02	ちゃんちゃんしおしお	頑張った結果なら仕方ないね
4:03	みーや	心配性ですまない
4:03	おかしろ	そうだね
4:03	BlueMonday	ゆるした
4:04	ReiJougasaki	がんばった結果やからね、努力の証
4:04	ちっそむし	楽しみにしてる
4:04	ダンデライオン	楽しみにしてるね
4:04	月十字	なるほどねお大事に
4:04	fo lon	お歌嬉しい…！
4:04	Ryo	全然大丈夫よ
4:05	ムラサキ毛玉	おうた楽しみ！	￥500
4:05	みかんみかん	今日も休めば良かったのに
4:05	ransa ba	たのしみ～
4:06	おにぎり握郎	マヌカハニー
4:06	しばおじ	そこでこのマヌカハニー
4:06	みのる	お歌楽しみにしてるね
4:06	DA i	お大事に
4:07	ゆういち	ご無理はなさらず
4:07	ぎん	心配性でごめん楽しみにしてるー
4:08	おかしろ	歯がかけたの？！
4:08	ドゴザガゾ	のど飴ASMR待ってます！
4:08	ずん	喉も体もお大事に・・・😣
4:08	ザッハトルテ。	言ってたね
4:09	神原カリス	正直おうたかそれに準ずる何かの練習のし過ぎだとは思ってました
4:09	ひら野アマノ	こんばんは～
4:09	mezzoforte	痛てぇ
4:09	杏【きょう】	歯医者どうなった・・・
4:10	あよ	ちゃんと言ってくれるから余計な心配せずに済んで嬉しい
4:10	缶こーひー	あー
4:10	レモン	それはよくない
4:10	マロニエ	言ってくれたほうが安心します
4:10	Fumy H	え、歯医者は？
4:10	コタケリョウ	歯医者に行け
4:10	shimo 636	いてて
4:11	あぎだどら	うわー痛いやつ
4:11	りんご田べる	歌の練習集中すると喉やられるもんなあ
4:11	水瀬遊矢	逆にあれだけ耐久やっても無事なのすごい
4:11	sakura mituki	歯医者いかな
4:11	テーク	地味に痛そうな…
4:12	ちゃぼうず_cyabouzu	歯医者行ってくれえ～
4:13	kuromen	歯医者行ってないな
4:13	桜花ありす	歯医者いこうねｗ
4:14	とろろ	歯欠けてるんか
4:14	ボルツ	歯医者早く行きなよ
4:14	ムームー	まだ治療完了してなかったのか…
4:14	日神巫言	ええ
4:14	横々	歯医者いこうぜ
4:15	zu ki	詰めてないの？
4:15	fo lon	説明ありがと～
4:15	くろう	お疲れ様、楽しみにしてるね
4:15	T M	まだ直してないの？！
4:15	やあけ	だから歯医者終わらせましょうよw
4:16	カンザキシン	ちくちくかよ
4:16	Nights -O	傷つきやすいおt
4:16	rapid eye rabbit	歯と舌ははやく治して・・・
4:16	スーパーガク	マヌカハニー舐めて	￥500
4:16	雨宮恵	歯医者さんちゃんと行って？
4:16	妖精の灯り	まぁ風邪よりはいいのかな…？
4:16	チィヤ	なんで歯欠けたの？
4:16	ノカゼ	歯医者に行ってどうぞ
4:17	ぷるぷる運輸倉庫	喉スプレー常に持ってると便利やで
4:17	十三姫	あらら
4:18	あのんまのんver.II	それ歯医者さんに行ってなんとかしてもらお？
4:18	真っ黒フウ	そうか
4:19	ぬゐ	まって歯医者は？
4:19	彩りの民	お歌楽しみにしてるね🍬	￥250
4:20	マルコポーロ	歯医者いけし・・・
4:22	ほよよ	それまだ治ってないの？
4:23	Kiichang	舌に矢を受けてしまってな
4:23	Makotola	歯医者本当逝ってよね
4:23	シャルル・ボネ	まだ治してないの
4:23	ミポポ	よくがんばりました	￥250
4:24	お前ら_	歯医者いかないと舌ガンが怖いよ？
4:24	ゆういち	難しいね
4:25	しあわせターン	ずいぶん前から欠けてるよね
4:25	花吹雪	どういうことなんだ…
4:25	とりあたま	ちゃんと埋めて
4:26	P Nagatuki	化膿しそう
4:26	ぶるすこ	のど飴代	￥1,140
4:26	Yラシュタ	楽しみ
4:27	桜もち	まだ詰め物してないの？
4:28	みかんみかん	ポエム！？
4:28	boon	歯医者いけ
4:28	ムームー	え？ラップじゃないの？？
4:28	やまぶどう	お大事に、お歌楽しみにしてるよ！	￥200
4:28	やまぶどう	どういうことだろう
